id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1497244288106774529,1497242627829374992,2022-02-25 16:17:10 UTC,2022-02-25,16:17:10,+0000,1452366671499481094,guimauve_360,🐧Raphᴱᴺ⁻,,@scoochaamooch On est d'accord !! Tellement beau et lisse bien net,fr,[],[],[],0,0,0,[],[],https://twitter.com/guimauve_360/status/1497244288106774529,False,,0,,,,,,,,"[{'screen_name': 'scoochaamooch', 'name': 'alya ✰ ☻', 'id': '1204446169784573953'}]",,,,
1497244280775229444,1497244280775229444,2022-02-25 16:17:08 UTC,2022-02-25,16:17:08,+0000,15966106,yourmandevine,Dan Devine,,Last night was the first time since Nov. 15 that Robert Williams III didn't record a block or a steal; the Celtics still held the Nets to 96.2 points-per-100 with him on the floor.  Wrote a bit about Timelord's emergence in my @ringer Third-Quarter Awards:  https://t.co/7IgIASU8ZI  https://t.co/zpG79aFmYY,en,"[{'screen_name': 'ringer', 'name': 'the ringer', 'id': '4760694445'}]",['https://www.theringer.com/2022/2/22/22944858/nba-third-quarter-awards-suns-demar-derozan'],[],0,0,0,[],[],https://twitter.com/YourManDevine/status/1497244280775229444,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1497244075875000321/pu/img/k9KmrABIptJWkLMj.jpg,,,,,,,[],,,,
1497244274039033858,1497244274039033858,2022-02-25 16:17:07 UTC,2022-02-25,16:17:07,+0000,1248327061892141056,flintstoon,Flint,,Net erwtensoep uit de vriezer gehaald en zie dat er een haar is ingevroren.  Van mijn vrouw of een mammoet.,nl,[],[],[],0,0,0,[],[],https://twitter.com/flintstoon/status/1497244274039033858,False,,0,,,,,,,,[],,,,
1497244273917321222,1497244273917321222,2022-02-25 16:17:07 UTC,2022-02-25,16:17:07,+0000,1417925870560415751,papertoadi,Brian #StandWithUkraine,,ein problem meines gaming kanals ist definitiv meine stimme die ich mir selbst net geben kann xD,de,[],[],[],0,0,0,[],[],https://twitter.com/PaperToadi/status/1497244273917321222,False,,0,,,,,,,,[],,,,
1497244262391758848,1497244262391758848,2022-02-25 16:17:04 UTC,2022-02-25,16:17:04,+0000,14602842,julievalentin,JulieValentin,,"If you’re deciding whether to rent or buy, consider the many financial benefits that come with owning a home. As a renter, you build your landlord’s wealth and face rising costs. As a homeowner, you build your own net worth and... #firsttimehomebuyer  https://t.co/l6QXN4m8zy",en,[],['https://www.simplifyingthemarket.com/en/2022/02/25/the-difference-between-renting-and-owning-infographic/?a=363421-a5730d355d7616a36e595f6f4970b4b1'],[],0,0,0,['firsttimehomebuyer'],[],https://twitter.com/JulieValentin/status/1497244262391758848,False,,0,,,,,,,,[],,,,
1497244261829513221,1497226849717473282,2022-02-25 16:17:04 UTC,2022-02-25,16:17:04,+0000,938530783177961472,karolien_osten,Karolien Osten 🌐 🇳🇱 🇿🇦 😷👠,,"@BobHGL @GideonvMeijeren Net zo'n succes als de gemiddelde anti corona betogingen, weer een opkomst van minimaal 100.000 man!",nl,[],[],[],0,0,0,[],[],https://twitter.com/karolien_osten/status/1497244261829513221,False,,0,,,,,,,,"[{'screen_name': 'BobHGL', 'name': 'Bob van Keulen', 'id': '49276083'}, {'screen_name': 'GideonvMeijeren', 'name': 'Gideon van Meijeren', 'id': '1179087186500685825'}]",,,,
1497244248659402752,1496681304716414978,2022-02-25 16:17:00 UTC,2022-02-25,16:17:00,+0000,1291974771190771712,bymmbobitch,servie is a furry himbo sub w a feet & piss kink,,@just_nets thank you  https://t.co/6V3wz75FaE,en,[],[],['https://pbs.twimg.com/media/FMdHtYxXoBg6Ejt.jpg'],0,0,0,[],[],https://twitter.com/bymmbobitch/status/1497244248659402752,False,,1,https://pbs.twimg.com/media/FMdHtYxXoBg6Ejt.jpg,,,,,,,"[{'screen_name': 'just_nets', 'name': 'Nets', 'id': '1086094247269408768'}]",,,,
1497244246767771655,1497127760648679425,2022-02-25 16:17:00 UTC,2022-02-25,16:17:00,+0000,713972287,lifanlion,CASSLAT Maifan #Macron2022,,@FO4zenieme @MounFor Oui mais on pouvait craindre des actions de la part de Poutine limitant l'accès aux réseaux sociaux et au net.,fr,[],[],[],0,0,0,[],[],https://twitter.com/lifanlion/status/1497244246767771655,False,,0,,,,,,,,"[{'screen_name': 'FO4zenieme', 'name': 'Da Bord', 'id': '2154740489'}, {'screen_name': 'MounFor', 'name': 'Moun For 🇫🇷', 'id': '4107736157'}]",,,,
1497244240140816386,1497244240140816386,2022-02-25 16:16:58 UTC,2022-02-25,16:16:58,+0000,47613241,thinkhobby,ScalperJoe,,Short Net Position for ORPEA 0.57% Isin FR0000184798 2022-02-25  https://t.co/XGPmZGKKMK #ORPEA #AMFScanner,en,[],['https://bdif.amf-france.org/fr/details/2022E823073'],[],0,0,0,"['orpea', 'amfscanner']",[],https://twitter.com/ThinkHobby/status/1497244240140816386,False,,0,,,,,,,,[],,,,
1497244238551076865,1497244238551076865,2022-02-25 16:16:58 UTC,2022-02-25,16:16:58,+0000,1226584569752756230,katyscorona,kp,,Tyt sonuçları açıklanmış matematikte zorlandım diye felsefe çözdüm netlerim yükselsin diye -1.25 net yapmisim KWNDKWKDKWK,tr,[],[],[],0,0,0,[],[],https://twitter.com/katyscorona/status/1497244238551076865,False,,0,,,,,,,,[],,,,
1497244235812454402,1497244235812454402,2022-02-25 16:16:57 UTC,2022-02-25,16:16:57,+0000,902337349702516737,srirudybaba,Christna,,SC: Courts should not grant adjournments mechanically and in a routine manner  https://t.co/1QNpZZBA05 @mynation_net @KirenRijiju #MensLivesMatters,en,"[{'screen_name': 'mynation_net', 'name': 'mynation foundation', 'id': '152984643'}, {'screen_name': 'kirenrijiju', 'name': 'kiren rijiju', 'id': '3241214268'}]",['https://purushayog.in/sc-courts-should-not-grant-adjournments-mechanically-and-in-a-routine-manner/'],[],0,0,0,['menslivesmatters'],[],https://twitter.com/SriRudyBABA/status/1497244235812454402,False,,0,,,,,,,,[],,,,
1497244230623940610,1497242127591432199,2022-02-25 16:16:56 UTC,2022-02-25,16:16:56,+0000,1377910372838092802,tonysos70897255,Tony Sosa,,"@QuintoRaphal1 @hamzaden314 @TrafalgarLee @m2r_29 @OffTrack_FR @CRASH_NET_F1 T’as pas vu les vidéos de la F1 je crois , tout  le monde a ce problème",fr,[],[],[],0,0,0,[],[],https://twitter.com/tonysos70897255/status/1497244230623940610,False,,0,,,,,,,,"[{'screen_name': 'QuintoRaphal1', 'name': 'Raph0531', 'id': '1412849727809458176'}, {'screen_name': 'hamzaden314', 'name': 'h', 'id': '1303637476775522305'}, {'screen_name': 'TrafalgarLee', 'name': 'Urahara 🦉', 'id': '1319556391477170176'}, {'screen_name': 'm2r_29', 'name': 'Réda', 'id': '2207821360'}, {'screen_name': 'OffTrack_FR', 'name': 'Off Track', 'id': '1423425698807549953'}, {'screen_name': 'CRASH_NET_F1', 'name': 'Crash F1', 'id': '2229615961'}]",,,,
1497244221836869639,1497244221836869639,2022-02-25 16:16:54 UTC,2022-02-25,16:16:54,+0000,1457055685464793091,leylaylooom,kendine premses,,Midye yiyen midesizdir Net #iyikiHanefiyim,tr,[],[],[],0,0,1,['iyikihanefiyim'],[],https://twitter.com/leylaylooom/status/1497244221836869639,False,https://twitter.com/tarcinli_sutlac/status/1497242878703243265,0,,,,,,,,[],,,,
1497244216312881155,1497242691729596422,2022-02-25 16:16:53 UTC,2022-02-25,16:16:53,+0000,1279832969931296768,maestorovic,The Crazy Old,,"@RvanDongen @nu @NUnl Rusland zojuist uit Raad van Europa getrapt. Duitsland laat net weten dat ze open staan voor blokkeren van Rusland tot Swift. Sancties gaan tot dusverre moeizaam, maar beginnen wel steeds harder te worden.",nl,[],[],[],0,0,0,[],[],https://twitter.com/maestorovic/status/1497244216312881155,False,,0,,,,,,,,"[{'screen_name': 'RvanDongen', 'name': 'Raoul van Dongen', 'id': '38418808'}, {'screen_name': 'nu', 'name': '☆Nu*', 'id': '5479'}, {'screen_name': 'NUnl', 'name': 'NU.nl', 'id': '2493701'}]",,,,
1497244214404517888,1497244214404517888,2022-02-25 16:16:52 UTC,2022-02-25,16:16:52,+0000,2159623766,jiprk99,Me,,"Australia: end 84 years of shark culling, remove nets and drumlines now - Sign the Petition!  https://t.co/Xka1hvCfqB via @Change",en,"[{'screen_name': 'change', 'name': 'change.org', 'id': '15947602'}]",['https://chng.it/gDZgzPtW'],[],0,0,0,[],[],https://twitter.com/jiprk99/status/1497244214404517888,False,,0,,,,,,,,[],,,,
1497244212953325576,1497237438699393024,2022-02-25 16:16:52 UTC,2022-02-25,16:16:52,+0000,737595376706805762,polar_steffan,Steffan 🇺🇦,,"I also have reliably heard from two friends who have tried penguin meat.  Friend 1 ate a king penguin, trapped in a trawling net: “fishy, oily, disgusting”.  Friend 2 ate a gentoo penguin killed in a glacial tsunami at an Antarctic base: “like the best duck I’ve ever had.”",en,[],[],[],0,0,0,[],[],https://twitter.com/Polar_Steffan/status/1497244212953325576,False,,0,,,,,,,,[],,,,
1497244209874624517,1496931543998246914,2022-02-25 16:16:51 UTC,2022-02-25,16:16:51,+0000,79805493,answerfromtruth,Curtis Zimmerman,,"@FirstTake @stephenasmith Mr. Steven A, do think with all them head cases on the Nets team, they will be win championship? What is one them decide the time off for personal reasons. I think it’s just to much confusion going with the Nets to win Championship or even win the east.",en,[],[],[],0,0,0,[],[],https://twitter.com/answerfromtruth/status/1497244209874624517,False,,0,,,,,,,,"[{'screen_name': 'FirstTake', 'name': 'First Take', 'id': '26588937'}, {'screen_name': 'stephenasmith', 'name': 'Stephen A Smith', 'id': '16302242'}]",,,,
1497244200299114497,1497244200299114497,2022-02-25 16:16:49 UTC,2022-02-25,16:16:49,+0000,1356843139693228033,frans531,Frans53,,Ik vraag me af of men bij het ICC al bezig is met het optuigen van een zaak tegen de verantwoordelijken voor alle doden in Ukraine...? Of gaat het net zo als bv. met Syrië?  https://t.co/HOAnDF3yMi,nl,[],['https://www.icc-cpi.int/'],[],0,0,0,[],[],https://twitter.com/Frans531/status/1497244200299114497,False,,0,,,,,,,,[],,,,
1497244197170159622,1497189958964191234,2022-02-25 16:16:48 UTC,2022-02-25,16:16:48,+0000,288022134,cubsfans4beto,Kris,,@GameDayGabi Current Net Rankings Rutgers: 83 (only Quad 2 loss) Indiana: 42 Michigan: 33 Wisconsin: 21,en,[],[],[],0,0,0,[],[],https://twitter.com/CubsFans4Beto/status/1497244197170159622,False,,0,,,,,,,,"[{'screen_name': 'GameDayGabi', 'name': 'Gabi', 'id': '91916565'}]",,,,
1497244193806295046,1497229356241932290,2022-02-25 16:16:47 UTC,2022-02-25,16:16:47,+0000,1119528874004615168,luca47773448,Spicey Whiteboy,,@rdgs_sandra probably net 🤷🏽‍♂️,en,[],[],[],0,0,0,[],[],https://twitter.com/LUCA47773448/status/1497244193806295046,False,,0,,,,,,,,"[{'screen_name': 'rdgs_sandra', 'name': 'toxicomania', 'id': '1356687315867992067'}]",,,,
1497244191176691712,1497238321155563521,2022-02-25 16:16:47 UTC,2022-02-25,16:16:47,+0000,421792628,juqyeont,❍ 𝕬𝖞 Juyeon,,@jchaeyeond Buat bahan baku pempek weh net/? Wkwkw,in,[],[],[],1,0,0,[],[],https://twitter.com/juqyeont/status/1497244191176691712,False,,0,,,,,,,,"[{'screen_name': 'jchaeyeond', 'name': 'Netta 𝕬𝖞', 'id': '1354226177955614721'}]",,,,
1497244180678000641,1497244180678000641,2022-02-25 16:16:44 UTC,2022-02-25,16:16:44,+0000,1404798940512493576,staceyb97450671,Stacey Boyd,,"Australia: end 84 years of shark culling, remove nets and drumlines now - Sign the Petition!  https://t.co/TtKtY3ZrZi via @Change",en,"[{'screen_name': 'change', 'name': 'change.org', 'id': '15947602'}]",['https://chng.it/kMNq5K6b'],[],0,0,0,[],[],https://twitter.com/StaceyB97450671/status/1497244180678000641,False,,0,,,,,,,,[],,,,
1497244179235315726,1497235258865065986,2022-02-25 16:16:44 UTC,2022-02-25,16:16:44,+0000,1385981402647236609,bubuwyong,şim,,@667JEN0 hanji bu net,in,[],[],[],1,0,0,[],[],https://twitter.com/bubuwyong/status/1497244179235315726,False,,0,,,,,,,,"[{'screen_name': '667JEN0', 'name': 'luci he/they', 'id': '1431724381957509123'}]",,,,
1497244177809215493,1497086123750965256,2022-02-25 16:16:44 UTC,2022-02-25,16:16:44,+0000,1291974771190771712,bymmbobitch,servie is a furry himbo sub w a feet & piss kink,,@just_nets @chxse999x @eveservo the truth  https://t.co/adw9Fx0eXH,en,[],[],['https://pbs.twimg.com/media/FMdHpT5XMAMoUL5.jpg'],0,0,0,[],[],https://twitter.com/bymmbobitch/status/1497244177809215493,False,,1,https://pbs.twimg.com/media/FMdHpT5XMAMoUL5.jpg,,,,,,,"[{'screen_name': 'just_nets', 'name': 'Nets', 'id': '1086094247269408768'}, {'screen_name': 'chxse999x', 'name': 'j a x ❤️\u200d🔥', 'id': '1415475206668185600'}, {'screen_name': 'eveservo', 'name': 'akivero 🏴\u200d☠️', 'id': '1245067207727624192'}]",,,,
1497244175930204178,1497235727532400648,2022-02-25 16:16:43 UTC,2022-02-25,16:16:43,+0000,1496972617105952769,p4kemr,Aram,,@karincatraders Cahillik zor hele Türkiye'den birisi ise çok zor bu kadar net.,tr,[],[],[],0,0,1,[],[],https://twitter.com/p4kemr/status/1497244175930204178,False,,0,,,,,,,,"[{'screen_name': 'karincatraders', 'name': 'Karınca Traders 🇹🇷🇺🇦🐜', 'id': '1347212353457319936'}]",,,,
1497244173145042945,1497238905313271826,2022-02-25 16:16:42 UTC,2022-02-25,16:16:42,+0000,1312075136435212289,philuebbing,Phil Uebbing,,"And on top of that, strengthening a social safety net within our own country, helping those experiencing homelessness, poverty, and hunger, not just for potential refugees, but also the people here who are suffering is long overdue",en,[],[],[],0,0,0,[],[],https://twitter.com/PhilUebbing/status/1497244173145042945,False,,0,,,,,,,,[],,,,
1497244170255220737,1497162984405147648,2022-02-25 16:16:42 UTC,2022-02-25,16:16:42,+0000,1417726253373739011,homsma_s,Sieuwke,,@MoniqueH70 @JennifervdBelt Dat zag ik ook net! Best veel mensen die hem nog dragen. Ik was verbaasd. Ik al een poos niet meer en nooit commentaar gehad.,nl,[],[],[],0,0,0,[],[],https://twitter.com/homsma_s/status/1497244170255220737,False,,0,,,,,,,,"[{'screen_name': 'MoniqueH70', 'name': 'Mo', 'id': '290053862'}, {'screen_name': 'JennifervdBelt', 'name': 'Jennifer van den Belt', 'id': '1355225584868196352'}]",,,,
1497244161740660737,1497244161740660737,2022-02-25 16:16:40 UTC,2022-02-25,16:16:40,+0000,1299504540446842881,bandirmadolgun,💋 BANDIRMA BALIK ETLİ ❤️‍🔥,,GAYET AÇIK VE NET 💋  https://t.co/mV8CPw967i,tr,[],[],['https://pbs.twimg.com/media/FMdHoR-XoDA8a9q.jpg'],0,1,1,[],[],https://twitter.com/BandirmaDolgun/status/1497244161740660737,False,,1,https://pbs.twimg.com/media/FMdHoR-XoDA8a9q.jpg,,,,,,,[],,,,
1497244143118163983,1497241391516327941,2022-02-25 16:16:35 UTC,2022-02-25,16:16:35,+0000,14097859,dration,Dration,,@aldragon_net Спасибо.,ru,[],[],[],0,0,0,[],[],https://twitter.com/dration/status/1497244143118163983,False,,0,,,,,,,,"[{'screen_name': 'aldragon_net', 'name': 'Al Dragon', 'id': '175034707'}]",,,,
1497244142044385284,1497242227554226178,2022-02-25 16:16:35 UTC,2022-02-25,16:16:35,+0000,599261192,malavi_mapimele,Malavi Mapimele,,@AmaZuluFootball if Mulenga has not scored by half time he must be substituted as a punishment and salary cut for being unprofessional.. You can't miss an open net unchallenged. 😤,en,[],[],[],0,0,0,[],[],https://twitter.com/Malavi_Mapimele/status/1497244142044385284,False,,0,,,,,,,,"[{'screen_name': 'AmaZuluFootball', 'name': 'AmaZulu FC', 'id': '161877435'}]",,,,
1497244141310431232,1497244141310431232,2022-02-25 16:16:35 UTC,2022-02-25,16:16:35,+0000,1481283988182421504,sleekgistc,Sleekgist.Com,,Who Is Patrick Jackson Surgeon? Ketanji Brown Jackson Husband Net Worth And Wikipedia Disclosed  https://t.co/5sjN5g1Nd7,en,[],['https://sleekic.com/2022/02/25/who-is-patrick-jackson-surgeon-ketanji-brown-jackson-husband-net-worth-and-wikipedia-disclosed/'],[],0,0,0,[],[],https://twitter.com/SleekgistC/status/1497244141310431232,False,,0,,,,,,,,[],,,,
1497244139108409348,1497154691590991902,2022-02-25 16:16:34 UTC,2022-02-25,16:16:34,+0000,1445796631471788050,lievetoet,Lieve Toet,,"@eeuwebergsma @Doc_Box Ja, antwoord ik even, want het is allerminst zeker dat het klaar is. En net als nu het geval is, betekent A-status niet dat je dwingende maatregelen oplegt, als de epidemiologische situatie dit niet noodzakelijk maakt. Zo kennen we ook geen maatregelen voor A-status ziekte Ebola",nl,[],[],[],0,0,0,[],[],https://twitter.com/LieveToet/status/1497244139108409348,False,,0,,,,,,,,"[{'screen_name': 'eeuwebergsma', 'name': 'Eeuwe Bergsma', 'id': '102525882'}, {'screen_name': 'Doc_Box', 'name': 'Tom Box', 'id': '156288848'}]",,,,
1497244128123490306,1497244128123490306,2022-02-25 16:16:32 UTC,2022-02-25,16:16:32,+0000,1161510217160495104,d3m0qw,hasictir🇺🇦,,sonuna kadar hakli adam trde yasayip barcelona tutmak net acizliktir,tr,[],[],[],0,0,0,[],[],https://twitter.com/d3m0qw/status/1497244128123490306,False,https://twitter.com/crostroke_/status/1497227530520170496,0,,,,,,,,[],,,,
1497244118917029909,1497221730997133312,2022-02-25 16:16:30 UTC,2022-02-25,16:16:30,+0000,1328828019528626177,walters8082,JimWalters8082,,"@JennieEmCeeQ @tomwatson #LayAboutCohen explain to TN09 please why the US continues to purchase record levels of Russian oil making Putin rich, fund his aggression and we pay highest prices for gas in history when the US was a net exporter of oil a mere 14 months ago under Trump?  https://t.co/wSm76eJKui",en,[],"['https://oilprice.com/Energy/Crude-Oil/The-US-Imports-Record-Share-Of-Russian-Oil-Despite-Tensions.html#:~:text=Most%20of%20the%20oil%20that%20U.S.%20refiners%20buy,of%20heavy%20Canadian%20crude%20from%20the%20oil%20sands']",[],0,0,0,['layaboutcohen'],[],https://twitter.com/walters8082/status/1497244118917029909,False,,0,,,,,,,,"[{'screen_name': 'JennieEmCeeQ', 'name': 'Jennie Em', 'id': '46729341'}, {'screen_name': 'tomwatson', 'name': 'Tom Watson', 'id': '1049171'}]",,,,
